Stkcd,Accper,Typrep,net_profit,A003100000,net_property,group,Msmvttl,Mretwd,Mnvaltrd
600663,06/30/2015,A,747873593.6,12031347964,15129680470,2,62213828.04,-0.093333333,22644582610
600663,09/30/2015,A,1323219909,12126029552,15344498009,3,64952630.773,0.0366666667,15870294116
600664,03/31/2015,A,175047299.4,8400224259.5,8942053564.7,1,21213756.787,0.08,13160926734
600664,06/30/2015,A,401313486.3,8613332216.3,9168319752,2,22178890.043,-0.036666667,12050431452
600664,09/30/2015,A,438935006,6723150611.5,7288457994.8,3,21296847.73,0.0433333333,4944130714.7
600665,03/31/2015,A,-1456865.75,2583259501.4,2613700133.8,1,8168838.2333,0.2366666667,8964955782.7
600665,06/30/2015,A,-15312792.58,2478700851.7,2509115256.1,2,5818424.9733,-0.173333333,6312087040.3
600665,09/30/2015,A,-24791816.42,2469988311.5,2499636232.2,3,4911096.3267,0.0866666667,2077684631.7
600666,03/31/2015,A,22711188.56,419352542.93,420282222.5,1,15957582.637,0.3266666667,6009207688
600666,06/30/2015,A,110212642.4,1923954668.2,1926305546.1,2,25564182.81,-0.16,6231099804.7
600666,09/30/2015,A,205017290.1,2019930044.8,2025210193.8,3,,,
600667,03/31/2015,A,18774392.75,1561472748.9,2202752993.8,1,,,
600667,06/30/2015,A,42545204.77,1558782003.3,2134477303.3,2,7342220.43,0.0433333333,7515580829.7
600667,09/30/2015,A,87702068.11,1587352676.4,2221509693.7,3,9073539.0367,0.2366666667,7655447785.3
600668,03/31/2015,A,26541975.27,1956356276.8,2135859018,1,6159100.52,0.13,6405512787.3
600668,06/30/2015,A,101963239.9,2064897330.7,2249752963.4,2,4588931.32,-0.17,6564751137.3
600668,09/30/2015,A,151281211.1,2022844782.1,2171571304.1,3,4482265.3367,0.1066666667,3316381933
600671,03/31/2015,A,-3485478.85,78266533.21,84676173.49,1,3004691.02,0.19,1748993138.7
600671,06/30/2015,A,-6177119.61,73155681.33,79071162.43,2,3189388.9967,-0.05,1560379747.3
600671,09/30/2015,A,-13394062.7,66201974.09,71854219.34,3,,,
600673,03/31/2015,A,20424460.72,3582607433.4,4204609826,1,20903132.427,0.18,23648392685
600673,06/30/2015,A,50154622.63,3560072591,4177365974.6,2,19956730.763,-0.13,19693646910
600673,09/30/2015,A,91380257.52,3604841791.7,4204402258.9,3,17463168.117,0.19,7056080386.7
600674,03/31/2015,A,789813813.1,15764848102,16135053685,1,53640081.75,0.0666666667,18397141935
600674,06/30/2015,A,1561595972,15870509954,16214835558,2,51387653.2,-0.04,29869111837
600674,09/30/2015,A,3241500496,17537599432,17893904245,3,46193127.437,-0.016666667,9224990672.7
600675,03/31/2015,A,-188887256.7,5025920727.1,7297674479.3,1,17867758.44,0.1866666667,13176611449
600675,06/30/2015,A,-903610521.2,4568788781.4,6672777046.1,2,16784863.987,-0.123333333,16784052159
600675,09/30/2015,A,-1501737122,3865387258.3,5519813813.5,3,14482157.397,0.0233333333,9462824260.7
600676,03/31/2015,A,89285750.11,3553066798.7,3958875910.5,1,13424287.417,0.25,7575053462.3
600676,06/30/2015,A,194583151.6,3539786818.6,3975356084,2,9576662.425,-0.19,13568749238
600676,09/30/2015,A,300032774,3624016629.6,4016885528.1,3,11328718.78,0.0266666667,8949662371.3
600677,03/31/2015,A,-25359643.57,1515392426.6,2007713708.6,1,12084743.06,0.61,24864581
600677,06/30/2015,A,-27307561.09,1502741224.8,2011335218.3,2,11143615.583,-0.106666667,20005212348
600677,09/30/2015,A,-34578196.96,1491007441,1988112593.3,3,8488192.4867,0.0866666667,10146762732
600678,03/31/2015,A,-10799839.31,13585885.99,17098921.35,1,7677780,0.29,5398824612.3
600678,06/30/2015,A,819721.05,25291499.28,28226983.64,2,5074314.6,-0.24,7409063212.3
600678,09/30/2015,A,-4187065.77,20872072.51,23084567.48,3,5048722,0.1533333333,5199775317.7
600679,03/31/2015,A,-6257403.85,704796617.41,729115622.2,1,3003324.42,0.14,1493493781.5
600679,06/30/2015,A,-7159892.79,709794472.79,737611068.86,2,3047009.14,-0.06,4264409026
600679,09/30/2015,A,-11316494.85,696271057.89,725723533.03,3,2736968.9833,0.0733333333,1799965202.7
600680,03/31/2015,A,-7818718.94,1364612327.6,1393718858.3,1,6238274,0.1066666667,4619541793.3
600680,06/30/2015,A,2114024,1380512938.7,1410015192.3,2,4942566.47,-0.096666667,5200550556
600680,09/30/2015,A,-29953151.87,1349840403.1,1377948016.4,3,11228035.117,0.4766666667,17828112517
600681,03/31/2015,A,-179579.54,20299686.07,27928327.65,1,2517290.28,0.03,433204621
600681,06/30/2015,A,-1133102.87,19351224.65,26974804.32,2,2831637.21,0.12,6227500389
600681,09/30/2015,A,-1927603.39,18577177.71,26180303.8,3,3034495.7667,0.0633333333,2649376728.3
600682,03/31/2015,A,-178836282,1566847553.8,1358663106.3,1,17255577.947,0.5,6362091307.3
600682,06/30/2015,A,109466864.2,1887501646.9,1635059501.9,2,26895625.68,0.25,9451165990
600682,09/30/2015,A,-145917017.1,1640419594.9,1361141784.4,3,,,
600683,03/31/2015,A,-69763180.89,1801929377.5,2101727048.8,1,7765818.4733,0.0966666667,2861153098
600683,06/30/2015,A,-100171083.5,1748958013.3,2071319146.2,2,6657121.34,-0.13,3476246736
600683,09/30/2015,A,-94749352.8,1739422250.7,2076740876.9,3,6755891.6867,0.1033333333,1384223540.3
600684,03/31/2015,A,30180804.13,2102548127.7,2531548580.9,1,8740860.2367,0.1966666667,9956874220
600684,06/30/2015,A,115639677.3,2131797336.2,2560110072.6,2,7901623.86,-0.14,11594187307
600684,09/30/2015,A,174471571.4,2190959277.8,2516120175.2,3,6574018.29,0.0466666667,5017867647.7
600685,03/31/2015,A,-203400346.6,10034737485,10080735186,1,57436430.517,0.1966666667,18222862325
600685,06/30/2015,A,-523592777.5,9711245452.3,9756898170.7,2,55454254.627,-0.136666667,16144872681
600685,09/30/2015,A,-941820371.3,9287587618.8,9337105482.3,3,42760985.48,-0.023333333,5929336500.7
600686,03/31/2015,A,84643118.7,2174394857,3711372578.3,1,11824313.537,0.1433333333,3786623144.3
600686,06/30/2015,A,271268275.3,3528260069.9,5142510001.6,2,13797233.74,-0.12,3879645680
600686,09/30/2015,A,492507664.6,3618877699,5466875187.1,3,11641289.567,0.0266666667,4042294735.3
600687,03/31/2015,A,95772711.18,1703081521.1,1703081521.1,1,16702653.793,0.2966666667,10708835452
600687,06/30/2015,A,138821040.2,1744519008.6,1744519008.6,2,16823580.94,-0.13,10726596175
600687,09/30/2015,A,187436212.5,1763501255.4,1763501255.4,3,17378865.333,0.17,7756002063.3
600688,03/31/2015,A,63302000,16638920000,16921441000,1,58050400,0.2733333333,29735265122
600688,06/30/2015,A,1748460000,18339018000,18617248000,2,61751600,-0.056666667,43134531009
600688,09/30/2015,A,2275776000,18881562000,19172570000,3,49065250,-0.006666667,10826626779
600689,03/31/2015,A,-11616393.97,355769985.76,370278839.57,1,2315025.02,0.36,2234757061
600689,06/30/2015,A,-11184949.26,356563255.31,370388960.28,2,,,
600689,09/30/2015,A,-20011040.32,345624579.99,359601481.22,3,2381487.4933,0.1933333333,4181753834.7
600690,03/31/2015,A,1270934904,22845999307,30775832648,1,83563729.64,0.13,30276446964
600690,06/30/2015,A,3300165717,24919810643,33709011054,2,73992267.387,-0.106666667,31804292657
600690,09/30/2015,A,4515687995,24410298505,33575572956,3,58108734.005,-0.005,6018330055.5
600691,03/31/2015,A,23428683.38,4575356772.5,6259075590.8,1,9624242.64,0.1433333333,7096640168.3
600691,06/30/2015,A,59532613.2,4601715959.6,6302807110.3,2,7325563.38,-0.163333333,6654472777.7
600691,09/30/2015,A,64066019.94,4613908703.2,6308132251.9,3,5894020.07,0.055,1766359312
600692,03/31/2015,A,2142909.97,547476752.73,572998836.2,1,5433582.2433,0.1433333333,5429240733
600692,06/30/2015,A,7272404.19,552420632.44,578128330.42,2,5183829.7567,-0.08,8736958383.7
600692,09/30/2015,A,21592296.63,566180742.62,616948222.86,3,5016155.5533,0.09,7399702197.3
600693,03/31/2015,A,40646084.16,1894004549.2,1966731280.9,1,6284609.94,0.15,2832275512.7
600693,06/30/2015,A,43136484.44,1808930258.8,1879398766.4,2,4389346.4367,-0.203333333,3008545438
600693,09/30/2015,A,38814940.27,1805456901.3,1875082203.4,3,4103410.1567,0.1366666667,1478768140.7
600694,03/31/2015,A,318795135,6389712013.6,6599785695,1,16419851.763,0.0666666667,11431960053
600694,06/30/2015,A,648155433.8,6341931078.9,6647195057.9,2,12855086.38,-0.13,10794734697
600694,09/30/2015,A,656257447.5,6362640929.1,6655297071.7,3,10969412.627,0.08,5556071962.3
600695,03/31/2015,A,14256072.31,1003560974.5,1018610974.5,1,4111761.4467,0.17,3881958709.7
600695,06/30/2015,A,7432719.19,957458296.29,972731687.63,2,3070994.73,-0.183333333,3419433024
600695,09/30/2015,A,-3558737.27,647657529.79,663046388.44,3,3114970.7933,0.1866666667,2484120491.7
600696,03/31/2015,A,-11677371.13,584333531.29,641627938.19,1,4471625.67,0.21,4409220938.7
600696,06/30/2015,A,-24241739.13,572188170.55,629063570.19,2,4277503.31,-0.113333333,11810205961
600696,09/30/2015,A,-37732499.79,559176996.52,615572809.53,3,4036836.9867,0.1266666667,4895074288.7
600697,03/31/2015,A,83538862.85,1637191670.9,2899221808.6,1,5283314.97,0.1033333333,3631104576.7
600697,06/30/2015,A,224771044.1,1722630411.5,3001152660.5,2,4212652.2233,-0.116666667,3378793597.7
600697,09/30/2015,A,338252643.1,1742295276.9,3107860513.8,3,4155380.52,0.0733333333,1493225478
600698,03/31/2015,A,3724162.27,701962396.97,701962396.97,1,7393447.1533,0.2233333333,6302943803
600698,06/30/2015,A,4916928.71,703155163.41,703155163.41,2,6738175.08,-0.12,9598863029
600698,09/30/2015,A,1701495.47,699939730.17,699939730.17,3,5125958.5133,0.0333333333,3447087223
600699,03/31/2015,A,96687981.5,2388023313.5,2530043733.5,1,24468250.143,0.2333333333,14740782367
600699,06/30/2015,A,199569872.7,2447327191.7,2612836786.3,2,19777742.36,-0.183333333,11288185436
600699,09/30/2015,A,286360710.7,3709489929.4,3911810818.1,3,20301940.61,0.0833333333,5923058763.3
600701,03/31/2015,A,-21474996.81,884753170.83,1126914797.4,1,10474420.66,2.46,82625289
600701,06/30/2015,A,-29641111.77,877035131.42,1118748682.5,2,8525845.8933,-0.123333333,17449697017
600701,09/30/2015,A,-41004472.85,866175032.39,1107385321.4,3,9668056.5267,0.2866666667,12561724067
600702,03/31/2015,A,4371524.26,2249822200.5,2249822200.5,1,7538655,0.0766666667,10330833123
600702,06/30/2015,A,6745848.52,2252196524.7,2252196524.7,2,6848876.5,-0.185,7641544305
600702,09/30/2015,A,3951003.65,2242655679.8,2242655679.8,3,5170809,0.0666666667,5289497820.7
600703,03/31/2015,A,393788882.5,11596989512,11814023977,1,58582717.933,0.21,36089567745
600703,06/30/2015,A,943663770.3,11611296586,11878531551,2,63456634.15,-0.093333333,33981143622
600703,09/30/2015,A,1486544509,12040161773,12307624989,3,54474588.887,0.0566666667,12498692614
600704,03/31/2015,A,197928127.4,5994558716.2,7498336259.3,1,28043904.453,0.39,22583866924
600704,06/30/2015,A,456080661.9,6212385327.7,7694894556.6,2,19790424.347,-0.243333333,22094158312
600704,09/30/2015,A,1615332814,15437439630,19364872164,3,32072486.73,0.0933333333,21657207018
600705,03/31/2015,A,704418075.9,15184832683,21865603420,1,94885194.393,0.08,85623643832
600705,06/30/2015,A,2151381905,18656909304,25787385713,2,71730021.727,-0.143333333,72800837763
600705,09/30/2015,A,2767522221,15405769241,22666412230,3,59710732.743,0,31726454800
600706,03/31/2015,A,4991298.55,790057761.06,791215940.54,1,4223264.2867,0.2433333333,2660549015.7
600706,06/30/2015,A,26726947.06,811933594.2,814026589.05,2,3135435.6567,-0.216666667,2489432681
600706,09/30/2015,A,48979016.56,834495327.26,837703658.55,3,2999008.3033,0.11,1462861175
600707,03/31/2015,A,-81507522.15,1338169379.3,1498002339.9,1,11419744.163,0.19,8535044081.7
600707,06/30/2015,A,-175053538.7,1254127964.6,1404456323.4,2,9946228.7867,-0.063333333,13339623395
600707,09/30/2015,A,-262839950,1180747925.1,1316669912.1,3,9261044.135,-0.04,6886786266.5
600708,03/31/2015,A,34881874.39,1625677099.4,1966975551.9,1,8160820.33,0.1233333333,5931808500.3
600708,06/30/2015,A,70966130.55,1600798623.4,1930634322.6,2,5687225.84,-0.133333333,7007757971
600708,09/30/2015,A,220855833.1,5053047850.6,5731366968.3,3,15427816.64,0.0766666667,12484284357
600710,03/31/2015,A,-66523153.02,1624882885.3,1660756421.8,1,4738101.6,0.16,4846470312.7
600710,06/30/2015,A,-205047163.6,1486953297.9,1521991155.8,2,4337924.1,-0.165,3863716668
600710,09/30/2015,A,-339676315.2,1352138826.5,1386143214.6,3,,,
600711,03/31/2015,A,-8299336.45,3595948079.9,3709172144,1,21782111.037,0.2,38644271447
600711,06/30/2015,A,41170432.87,3644633232.1,3760644456.6,2,13368677.083,-0.213333333,20782054361
600711,09/30/2015,A,92141065.64,3690202064.8,3839849385.1,3,11023295.14,0.0433333333,11694314666
600712,03/31/2015,A,1055227.98,1083121694.8,1083121694.8,1,5457446.71,0.2333333333,4699119090.7
600712,06/30/2015,A,1351728.31,1078516296.8,1078516296.8,2,4547872.2533,-0.176666667,8398784804.3
600712,09/30/2015,A,-7106613.33,1070057955.2,1070057955.2,3,4475251.5433,0.1066666667,4162979302
600713,03/31/2015,A,58164315.26,2190517355.7,2502851430.3,1,12010545.92,0.2233333333,11009154255
600713,06/30/2015,A,101688877.2,2224533233.1,2559600111,2,10685347.453,-0.193333333,11961303056
600713,09/30/2015,A,153784281,2265105720.4,2610871798,3,8151615.85,0.0633333333,5068175090.7
600714,03/31/2015,A,435468.1,473321027.66,473321027.66,1,4316826.79,0.1233333333,2687398806.3
600714,06/30/2015,A,-16237214.33,574354019.98,574354019.98,2,3541686.3933,-0.093333333,2558973890.3
600714,09/30/2015,A,-17131706.42,564084090.98,564084090.98,3,2901935.07,0.0333333333,1818204338
600715,03/31/2015,A,-8471439.51,-46456991.23,-46456991.23,1,7688243.2,0.3066666667,1412881623.7
600715,06/30/2015,A,-11349162.28,-49334714,-49334714,2,9946623.09,-0.22,2440922512
600715,09/30/2015,A,28989480.32,3835106827.5,3835106827.5,3,22642541.173,0.1833333333,1116378085.7
600716,03/31/2015,A,-35076198.96,2083409694.6,2326650632.5,1,10373346.227,0.0866666667,7854086461.3
600716,06/30/2015,A,-88816728.99,2034517680.4,2149110102.5,2,6255606.6967,-0.203333333,6443250954.7
600716,09/30/2015,A,-91943197.39,1957676106.1,2071923570.7,3,5806308.9767,0.1066666667,3524287270.3
600717,03/31/2015,A,381741136.6,13889422200,18798603908,1,33233001.903,0.0033333333,23686840110
600717,06/30/2015,A,927189917.3,13939868160,18469466671,2,21297480.643,-0.173333333,16947384184
600717,09/30/2015,A,1388402304,14205607736,18775420567,3,17596240.89,0.0266666667,5671238103.3
600718,03/31/2015,A,1389880,5430285170,5571887365,1,35088735.503,0.1466666667,32791127804
600718,06/30/2015,A,54096638,5500968131,5629895904,2,22477250.623,-0.21,27170703391
600718,09/30/2015,A,106752719,5491805946,5507196465,3,22893449.273,0.1766666667,14067827501
600719,03/31/2015,A,75350656.82,801360913.68,801360913.68,1,2182814.84,0.15,1340228625
600719,06/30/2015,A,29132844.63,748467208.09,748467208.09,2,,,
600719,09/30/2015,A,-16468440.25,702865923.21,702865923.21,3,2821070.71,0.19,4358711054.5
600720,03/31/2015,A,-185410790.8,4717251546.6,5161862799.4,1,9048957.05,0.0366666667,11283010575
600720,06/30/2015,A,-64656240.91,4875927143.9,5291030282.4,2,6872756.6333,-0.1,10313378572
600720,09/30/2015,A,37520534.21,4765541392.7,5539792994.9,3,5791125.5033,0.0266666667,3986969662
600721,03/31/2015,A,-83701166.09,687667617.42,914296364.1,1,3976388.9133,0.2733333333,2184566282
600721,06/30/2015,A,-183703113.7,622398811.6,815500843.05,2,4289529.54,-0.05,3548911088.5
600721,09/30/2015,A,-265638227.8,568052834.36,731603143.3,3,,,
600722,03/31/2015,A,-47402178.11,560632067.49,773092378.91,1,4694205.76,0.24,1704126812
600722,06/30/2015,A,-130632204.9,476392410.64,690143654.62,2,3177092.89,-0.215,995385256.5
600722,09/30/2015,A,243534575.4,857758542.81,1073822477.3,3,3809790.1867,0.1833333333,1070131806.3
600723,03/31/2015,A,121195990.7,3122254678.7,3555063541.1,1,7325881.3833,0.1233333333,3815636083.7
600723,06/30/2015,A,259503865.1,3114140258.7,3427351206.9,2,6415084.2667,-0.113333333,4867091835.3
600723,09/30/2015,A,352953278.2,3182505920.3,3520800620,3,6248287.6867,0.0866666667,3199915439.7
600724,03/31/2015,A,35586802.58,3795251703.3,4458813434.1,1,11427039.4,0.1733333333,3971686793.3
600724,06/30/2015,A,46014267.89,3662622214.5,4318371792.3,2,11441491.81,-0.016666667,5964217180
600724,09/30/2015,A,-870153076.7,2750358503.6,3402204447.8,3,9239907.9167,-0.043333333,3320822720
600725,03/31/2015,A,-297144303.3,127901559.2,283899351.22,1,6270191.125,0.52,5173280016.5
600725,06/30/2015,A,-610178823.9,186031914.21,280470344.05,2,4260237.9667,-0.16,5448137387.7
600725,09/30/2015,A,-1080339082,-127187798.6,-194198114.6,3,3717951.1667,0.0866666667,2510516368.3
600726,03/31/2015,A,429412736.7,3493168690.9,4233208566.5,1,10599489.71,0.22,7591593996
600726,06/30/2015,A,283084527.9,3438931124.4,4155974888.2,2,17065587.677,0.0933333333,30045203214
600726,09/30/2015,A,129984533,3349597061.3,3997728165.7,3,10932002.66,-0.07,6426177982.7
600727,03/31/2015,A,9296628.96,1038988413.8,1038988413.8,1,3683019.4633,0.27,3313724095.3
600727,06/30/2015,A,19565433.16,1048852971.6,1048852971.6,2,3098041.7867,-0.166666667,4741524129
600727,09/30/2015,A,25836975.52,1054468996.9,1054468996.9,3,2943607.6767,0.11,2327339288
600728,03/31/2015,A,-18019747.9,1187027052,1228500127.2,1,17095358.87,0.4233333333,13701496104
600728,06/30/2015,A,6747019.75,1215005347,1253266894.8,2,13695278.24,-0.253333333,15925747702
600728,09/30/2015,A,-26051747.57,1186273653.6,1220468127.5,3,15182917.633,0.2666666667,13304273231
600729,03/31/2015,A,327686005.9,4888720281.1,4919875132.8,1,13681037.94,0.18,8223635664
600729,06/30/2015,A,418950585.2,4832070242.6,4892756822.4,2,13124771.49,-0.085,10258277470
600729,09/30/2015,A,380869783.9,4796348340.9,4852032367.5,3,,,
600730,03/31/2015,A,27203749.49,1369529409,1425388884.6,1,7139603.5433,0.4866666667,8443353250.3
600730,06/30/2015,A,59312769.42,1436518990.2,1478073130.1,2,7002717.1433,-0.096666667,12015215758
600730,09/30/2015,A,70651514.71,1427634604.4,1470813700,3,9118589.79,0.2466666667,13068438028
600731,03/31/2015,A,3979724.36,741151587.77,801777864.14,1,4205986.16,0.17,2574550834
600731,06/30/2015,A,14460148.32,750130871.02,810705067.84,2,3039656.9233,-0.19,3794967548.3
600731,09/30/2015,A,10650141.19,742510524.16,804625166.4,3,2975285.15,0.1366666667,2391030113.7
600732,03/31/2015,A,-8674086.06,465291006.61,476062087.3,1,3840382.4333,0.0866666667,4412162400.7
600732,06/30/2015,A,-24564015.14,449876564.72,460172158.22,2,3449053.2633,-0.043333333,2614257408
600732,09/30/2015,A,-27480055.42,446677411.8,457256117.94,3,,,
600733,03/31/2015,A,-4751006.77,304251514.72,365964109.03,1,10570851,0.21,2640458963.7
600733,06/30/2015,A,-7219387.89,301910535.46,363495727.91,2,10079520.48,-0.186666667,3738137234.7
600733,09/30/2015,A,-9729771.92,299756484.25,360985343.88,3,6736365.36,0.0266666667,1912623727.7
600734,03/31/2015,A,-20995538.78,103722188.94,90237429.48,1,3212071.86,0.2166666667,2988554037.7
600734,06/30/2015,A,-34167259.83,95557414.31,77065708.43,2,,,
600734,09/30/2015,A,-51698583.47,84875087.98,59534384.79,3,3198009.5233,0.2166666667,3422097332.7
600735,03/31/2015,A,14110757.42,653543900.7,695374828.32,1,7341739.7167,0.25,3972856429.3
600735,06/30/2015,A,32762814.02,664799595.25,690858318.08,2,6720235.6367,-0.183333333,5186675656
600735,09/30/2015,A,43624314.53,683565474.23,711881028.64,3,6487747.07,0.49,2395591373
600736,03/31/2015,A,-4222153.62,3521637900.3,4435594869.7,1,11045157.39,0.2966666667,10348227634
600736,06/30/2015,A,21952952.1,4773740321.7,5693266916.3,2,11170619.893,-0.13,11368295989
600736,09/30/2015,A,49960669.92,4804402530.3,5582741467.6,3,,,
600737,03/31/2015,A,-114110548.7,5473504333.4,5512844860.1,1,27529338.413,0.12,26593833488
600737,06/30/2015,A,-25457038.65,5586843608.2,5625410862.3,2,40531393.65,0.1033333333,63374762258
600737,09/30/2015,A,70659795.22,5835297774,5872035936.4,3,31017527.873,-0.043333333,32271976180
600738,03/31/2015,A,30465635.92,1127000737.7,1127000737.7,1,4050166.5433,0.1933333333,3986296918
600738,06/30/2015,A,54892004.41,1151427106.2,1151427106.2,2,3389893.4933,-0.176666667,4852002021.3
600738,09/30/2015,A,76296914.82,1172832016.6,1172832016.6,3,3174720.71,0.1133333333,3178840695
600739,03/31/2015,A,488623804.5,15511408842,16835128908,1,46151345.147,0.13,36252390853
600739,06/30/2015,A,1248106145,18135205877,19440216788,2,30808355.695,-0.295,24236353081
600739,09/30/2015,A,1486488740,18170234768,19476358641,3,,,
600740,03/31/2015,A,-86928803.24,2740724164.1,3320269526.2,1,6868329,0.15,5230097027.7
600740,06/30/2015,A,-237120242.1,2589718723.7,3169579192.1,2,5410946.6667,-0.153333333,6274710583.7
600740,09/30/2015,A,-441780496.3,2383984833.5,2964327857.8,3,4428298.3333,0.0033333333,2723204566.7
600741,03/31/2015,A,1805859814,24716519233,30110749424,1,53842502.317,0.0533333333,10067000942
600741,06/30/2015,A,3631131328,24080538173,29115553501,2,45154339.06,-0.113333333,19891812138
600741,09/30/2015,A,5161870962,25278538896,31096277990,3,38885773.3,0.0466666667,5718207413.3
600742,03/31/2015,A,89606204.86,3719028479.9,4286974824.1,1,7528117.8067,0.0433333333,7161047300.7
600742,06/30/2015,A,210471042.9,3733391818.8,4261769263.4,2,5469995.1233,-0.146666667,7424988406.7
600742,09/30/2015,A,315666038.4,3831237041.5,4367357826.7,3,5245780.32,0.1,4191335604
600743,03/31/2015,A,24319261.18,3892240870.2,4352169641.1,1,12463095.633,0.2266666667,6326361352.3
600743,06/30/2015,A,122075453.3,3779297408.4,4128554219,2,12347977.103,-0.05,8214746022.7
600743,09/30/2015,A,288848558.6,3947949890.2,4285327324.3,3,12541860.94,0.06,6816193547.3
600744,03/31/2015,A,111427603.8,1393277689.2,1519653233.9,1,6490229.76,0.3633333333,7959438554.3
600744,06/30/2015,A,30527605.27,1300029727.5,1438753235.4,2,7719008.64,-0.13,15235300704
600744,09/30/2015,A,326462343.9,3842089415.3,3853804747.7,3,15685767.773,0.0566666667,10301509600
600745,03/31/2015,A,-31394623.28,2579470721.5,3668501284.6,1,16872713.42,0.78,4717573292
600745,06/30/2015,A,19768093.05,2615799734.3,3720062536.4,2,15275339.66,-0.23,6518466003.5
600745,09/30/2015,A,3807366.25,2600149175,3704101809.6,3,,,
600746,03/31/2015,A,-8297532.8,429184716.61,429184716.61,1,3492183.1467,0.1733333333,2215601587.3
600746,06/30/2015,A,-11663702.86,425921730.46,425921730.46,2,3424770.43,-0.106666667,2881144053
600746,09/30/2015,A,-21299156.89,416462041.64,416462041.64,3,2711829.85,0.035,413718351
600747,03/31/2015,A,-20441356.47,2107034174.9,2121527463.8,1,,,
600747,06/30/2015,A,-36725014.71,2090753105.6,2105243805.5,2,9723140.57,-0.01,9991879366.7
600747,09/30/2015,A,-53079554.13,2074427357.5,2088889266.1,3,7150803.6833,0.01,4447343585
600748,03/31/2015,A,78314637.55,4865647772.1,5603375904.5,1,18861486.9,0.1566666667,5259336893.3
600748,06/30/2015,A,159208062.3,4928771013.2,5661328863.4,2,14145212.363,-0.16,7543269133
600748,09/30/2015,A,200387276.4,4828093514.8,5537771027.5,3,12711551.577,0.0666666667,3775083685.7
600749,03/31/2015,A,-26903254.92,602936168.12,613398479.19,1,4267582.1833,0.29,4633462297
600749,06/30/2015,A,-41495288.46,588145764.09,598806445.65,2,3775823.5633,-0.07,7476199062
600749,09/30/2015,A,-33874669.04,596675882.03,606416904.67,3,3587316.09,0.1066666667,4753412535.3
600750,03/31/2015,A,65402391.76,2141045464.2,2198540347.1,1,10247000,0.1066666667,4947415021.3
600750,06/30/2015,A,141134075.3,2126556179.5,2184272030.7,2,12562000,0.1033333333,9568054588.3
600750,09/30/2015,A,224365487.7,2209271683.4,2267503443.1,3,11901000,-0.12,10681843975
600751,03/31/2015,A,1758377.14,11896852010,11888306570,1,35141185.153,0.0333333333,9056480556
600751,06/30/2015,A,95307789.55,11988878549,11980332008,2,25611808.363,-0.166666667,7682106937
600751,09/30/2015,A,142575156.7,12035802731,12027256160,3,23407443.077,0.0966666667,4081912719
600753,03/31/2015,A,-11750.33,101207100,122211591.84,1,3712426.6667,0.2966666667,2750206574.7
600753,06/30/2015,A,-1320482.79,100087320.32,120902859.38,2,2627840,-0.45,3474755263
600753,09/30/2015,A,44427600.87,145564702.92,166650943.04,3,3528533.3333,0.2,3507821047.3
600754,03/31/2015,A,155089892.1,8656323884.6,8789405327.2,1,21448643.387,0.11,4174552885.3
600754,06/30/2015,A,295069966,8304494981.8,8505764396.6,2,19004812.37,-0.105,3443543125
600754,09/30/2015,A,470512018,8004703325.9,8204311757.8,3,28440745.49,0.325,9993625265
600755,03/31/2015,A,123095011.4,7589755139.9,8588254591.5,1,23258194.44,0.0333333333,29536990811
600755,06/30/2015,A,394713608.7,7712204767.4,8542015035.5,2,15901236.943,-0.176666667,20068636331
600755,09/30/2015,A,432414741.8,7722029533,8539703523.3,3,13121572.007,0.0433333333,9140031947
600756,03/31/2015,A,20190044.89,866542018.5,869363310.15,1,,,
600756,06/30/2015,A,18914154.46,865607279.64,868087419.72,2,7172167.5167,-0.04,12047186121
600756,09/30/2015,A,48910782.06,898786418.58,900697769.54,3,7047660.4,0.1933333333,12261148873
600757,03/31/2015,A,58293130.36,4799608826.8,4890120245.9,1,17031558.83,0.1733333333,8411934057.3
600757,06/30/2015,A,250752155.8,4960143462.5,5039420884.6,2,13014376.423,-0.18,10288234486
600757,09/30/2015,A,344696340,5025961346.2,5115954385.8,3,12039410.707,0.1133333333,9119235124
600758,03/31/2015,A,12793048.46,353374362.66,353374362.66,1,3158839.57,0.2833333333,1712862651.7
600758,06/30/2015,A,9349094.83,345776773.83,345776773.83,2,2597406.5467,-0.216666667,2580200635.3
600758,09/30/2015,A,3399638.31,339827317.31,339827317.31,3,6137971.88,0.1066666667,2366328829.7
600759,03/31/2015,A,2110934.17,5361643435.3,5533069998.1,1,28224197.59,0.325,19306031947
600759,06/30/2015,A,16442591.44,5425839460.3,5598881463.5,2,22653067.16,-0.146666667,14830320585
600759,09/30/2015,A,8530451.95,4878561223.3,5054919930.9,3,17768534.02,-0.02,5240937556
600760,03/31/2015,A,-51994060.63,571788578.01,730050989.26,1,5452357.7667,0.1666666667,9463346985
600760,06/30/2015,A,-103967785,532650342.12,678077264.89,2,6579163.0367,-0.04,20215177746
600760,09/30/2015,A,-156697511,492971056.32,665347538.88,3,5652423.19,0.0066666667,10358380572
600761,03/31/2015,A,98106816.03,3922175838.2,4053723810.8,1,11150001.36,0.1133333333,8823200899
600761,06/30/2015,A,239170002.1,3868427604.7,4009844346.4,2,8396939.9867,-0.186666667,7009613494
600761,09/30/2015,A,315118617.6,3935825176.4,4085940290.9,3,7685543.9933,0.1133333333,3052379997.3
