Stkcd,Accper,Typrep,A003100000,A003000000
300078,6/30/2015,A,1187988672.76 ,1206883631.95 
300078,3/31/2015,A,1172464779.76 ,1189158483.04 
300079,9/30/2015,A,3027827615.11 ,3133005759.73 
300079,6/30/2015,A,2994862832.09 ,3094173395.43 
300079,3/31/2015,A,2941515109.85 ,3126269014.18 
300080,9/30/2015,A,3210070690.02 ,3210070690.02 
300080,6/30/2015,A,3198923780.60 ,3203907736.55 
300080,3/31/2015,A,3218396647.85 ,3231643641.63 
300081,9/30/2015,A,775998783.68 ,792554537.65 
300081,6/30/2015,A,785921104.25 ,797811844.55 
300081,3/31/2015,A,775199937.41 ,788351899.40 
300082,9/30/2015,A,2735336636.62 ,2964473582.76 
300082,6/30/2015,A,2838031674.10 ,3067104368.04 
300082,3/31/2015,A,2881857815.22 ,3107454710.41 
300083,9/30/2015,A,1885826740.76 ,1886148722.20 
300083,6/30/2015,A,1921836888.89 ,1922565767.12 
300083,3/31/2015,A,2031318842.25 ,2032367345.03 
300084,9/30/2015,A,1067976189.96 ,1074283669.03 
300084,6/30/2015,A,1067742741.65 ,1075222499.37 
300084,3/31/2015,A,1076287336.45 ,1083154740.09 
300085,9/30/2015,A,866614803.44 ,875980550.47 
300085,6/30/2015,A,835023720.72 ,842576903.20 
300085,3/31/2015,A,837551989.01 ,841519842.09 
300086,9/30/2015,A,1747147231.53 ,1828226889.22 
300086,6/30/2015,A,1764866516.08 ,1846380773.06 
300086,3/31/2015,A,1739331560.24 ,1819888388.01 
300087,9/30/2015,A,564374183.73 ,734057761.10 
300087,6/30/2015,A,569083805.22 ,728980972.20 
300087,3/31/2015,A,571465141.93 ,736269587.62 
300088,9/30/2015,A,3464622426.52 ,3470472788.39 
300088,6/30/2015,A,3455365465.30 ,3459168230.22 
300088,3/31/2015,A,3407106288.36 ,3410332244.87 
300089,9/30/2015,A,797223368.39 ,797223368.39 
300089,6/30/2015,A,796076442.12 ,796076442.12 
300089,3/31/2015,A,795028434.78 ,795028434.78 
300090,9/30/2015,A,2199229032.43 ,2237738678.13 
300090,6/30/2015,A,2163336084.29 ,2201851727.75 
300090,3/31/2015,A,2121878717.79 ,2135570104.54 
300091,9/30/2015,A,839760066.77 ,845310951.74 
300091,6/30/2015,A,830090638.78 ,836753857.73 
300091,3/31/2015,A,821122824.47 ,827889071.44 
300092,9/30/2015,A,506769462.12 ,515679082.83 
300092,6/30/2015,A,515818926.75 ,525501935.27 
300092,3/31/2015,A,512869308.55 ,523815600.18 
300093,9/30/2015,A,878777425.10 ,878740871.74 
300093,6/30/2015,A,880907968.56 ,880873147.23 
300093,3/31/2015,A,880579239.04 ,880543961.32 
300094,9/30/2015,A,1723285768.57 ,1723285768.57 
300094,6/30/2015,A,1677080080.66 ,1677080080.66 
300094,3/31/2015,A,1695314312.16 ,1695314312.16 
300095,9/30/2015,A,831875653.69 ,897342394.38 
300095,6/30/2015,A,813890175.83 ,882019704.90 
300095,3/31/2015,A,800866534.88 ,875828023.57 
300096,9/30/2015,A,702697917.93 ,717687570.17 
300096,6/30/2015,A,699894797.42 ,709198450.88 
300096,3/31/2015,A,683046749.16 ,692840090.96 
300097,9/30/2015,A,441653884.55 ,477762411.13 
300097,6/30/2015,A,460326467.85 ,499179737.58 
300097,3/31/2015,A,436345472.64 ,475774511.42 
300098,9/30/2015,A,992510830.18 ,1005061203.04 
300098,6/30/2015,A,971361135.51 ,972148878.78 
300098,3/31/2015,A,948435857.99 ,949174024.94 
300099,9/30/2015,A,799155473.07 ,816747797.08 
300099,6/30/2015,A,799605972.63 ,818782850.01 
300099,3/31/2015,A,822708035.49 ,841887120.78 
300100,9/30/2015,A,2037276443.30 ,2057955312.51 
300100,6/30/2015,A,1978871125.66 ,1998866388.86 
300100,3/31/2015,A,1949659605.92 ,1969141823.64 
300101,9/30/2015,A,805868501.80 ,862582729.15 
300101,6/30/2015,A,785476358.99 ,835243711.01 
300101,3/31/2015,A,776052953.63 ,821203057.23 
300102,9/30/2015,A,1799933136.01 ,1799933136.01 
300102,6/30/2015,A,1797360343.61 ,1797360343.61 
300102,3/31/2015,A,1789412214.07 ,1789412214.07 
300103,9/30/2015,A,829259884.82 ,829259884.82 
300103,6/30/2015,A,819837473.36 ,819837473.36 
300103,3/31/2015,A,809187558.50 ,809187558.50 
300104,9/30/2015,A,3575694834.23 ,3587438648.90 
300104,6/30/2015,A,3418023799.70 ,3492721953.07 
300104,3/31/2015,A,3278839472.36 ,3383306903.93 
300105,9/30/2015,A,2075257801.12 ,2094564051.04 
300105,6/30/2015,A,2096545962.73 ,2117137416.33 
300105,3/31/2015,A,2126712692.52 ,2146112861.01 
300106,9/30/2015,A,651953768.84 ,778732655.03 
300106,6/30/2015,A,650744720.48 ,777413285.45 
300106,3/31/2015,A,638408461.19 ,762131674.75 
300107,9/30/2015,A,882336473.88 ,882336473.88 
300107,6/30/2015,A,876496484.15 ,876496484.15 
300107,3/31/2015,A,882235757.22 ,882235757.22 
300108,9/30/2015,A,1624126692.58 ,1645169028.32 
300108,6/30/2015,A,1582459485.52 ,1603212269.25 
300108,3/31/2015,A,1533488690.43 ,1553236444.70 
300109,9/30/2015,A,1145613667.67 ,1145613667.67 
300109,6/30/2015,A,414612278.70 ,414612278.70 
300109,3/31/2015,A,413324748.81 ,413324748.81 
300110,9/30/2015,A,1480974036.08 ,1480974036.08 
300110,6/30/2015,A,1471910144.05 ,1471910144.05 
300110,3/31/2015,A,1494673071.45 ,1494673071.45 
300111,9/30/2015,A,1209085546.78 ,1209549078.10 
300111,6/30/2015,A,1184380027.74 ,1184749721.77 
300111,3/31/2015,A,1179752123.46 ,1180106984.68 
300112,9/30/2015,A,702859872.46 ,732024067.80 
300112,6/30/2015,A,490117445.67 ,521950750.75 
300112,3/31/2015,A,487575910.24 ,513486262.61 
300113,9/30/2015,A,1245549648.14 ,1269536860.86 
300113,6/30/2015,A,1147944414.16 ,1162970276.89 
300113,3/31/2015,A,1072072512.36 ,1081780903.77 
300114,9/30/2015,A,1231179149.48 ,1327834507.71 
300114,6/30/2015,A,1208479478.67 ,1302132677.55 
300114,3/31/2015,A,1176014166.89 ,1263351992.78 
300115,9/30/2015,A,3225545442.74 ,3267098281.25 
300115,6/30/2015,A,3082185938.41 ,3121543419.64 
300115,3/31/2015,A,3004637483.87 ,3043880547.97 
300116,9/30/2015,A,937920929.80 ,941664846.90 
300116,6/30/2015,A,930657155.35 ,935170695.46 
300116,3/31/2015,A,933593922.32 ,936570220.19 
300117,9/30/2015,A,1345345517.10 ,1345345517.10 
300117,6/30/2015,A,1335849045.60 ,1335849045.60 
300117,3/31/2015,A,1317124208.38 ,1317124208.38 
300118,9/30/2015,A,2876065833.44 ,2987551175.44 
300118,6/30/2015,A,2786413339.41 ,2893099190.00 
300118,3/31/2015,A,2667334955.57 ,2776760627.87 
300119,9/30/2015,A,1654806712.06 ,1853211404.16 
300119,6/30/2015,A,1622664950.74 ,1813291703.88 
300119,3/31/2015,A,1640559357.75 ,1758402097.82 
300120,9/30/2015,A,595284191.70 ,666981705.00 
300120,6/30/2015,A,594374616.34 ,607871011.99 
300120,3/31/2015,A,600612997.98 ,611758549.81 
300121,9/30/2015,A,490813279.67 ,490813279.67 
300121,6/30/2015,A,489747761.87 ,489747761.87 
300121,3/31/2015,A,476024001.62 ,476024001.62 
300122,9/30/2015,A,2441759433.40 ,2441759433.40 
300122,6/30/2015,A,2487883164.10 ,2487883164.10 
300122,3/31/2015,A,2506458132.46 ,2506458132.46 
300123,9/30/2015,A,922990781.47 ,953273470.75 
300123,6/30/2015,A,911840342.51 ,940286244.46 
300123,3/31/2015,A,910623593.94 ,939943364.19 
300124,9/30/2015,A,3854617000.04 ,4076311779.36 
300124,6/30/2015,A,3581305810.20 ,3756261470.77 
300124,3/31/2015,A,3600330441.57 ,3783370614.06 
300125,9/30/2015,A,1061586282.63 ,1080378733.12 
300125,6/30/2015,A,1071287907.64 ,1090272447.10 
300125,3/31/2015,A,1076916754.45 ,1242488808.35 
300126,9/30/2015,A,1026841290.16 ,1025254112.68 
300126,6/30/2015,A,1035310331.95 ,1034143814.85 
300126,3/31/2015,A,1051326601.34 ,1059664497.61 
300127,9/30/2015,A,1019949673.82 ,1026776413.79 
300127,6/30/2015,A,991697517.47 ,998307027.28 
300127,3/31/2015,A,1021521296.77 ,1027939646.76 
300128,9/30/2015,A,2497527764.07 ,2571888266.42 
300128,6/30/2015,A,2490021159.00 ,2553497231.55 
300128,3/31/2015,A,2631755745.51 ,2711303352.22 
300129,9/30/2015,A,1590916267.16 ,1789252069.79 
300129,6/30/2015,A,1548775415.53 ,1739224419.01 
300129,3/31/2015,A,1524250071.30 ,1711639368.81 
300130,9/30/2015,A,1214081049.79 ,1217839401.78 
300130,6/30/2015,A,1177071224.51 ,1180779377.26 
300130,3/31/2015,A,1143490236.69 ,1146782379.57 
300131,9/30/2015,A,1687152814.47 ,1754953313.63 
300131,6/30/2015,A,509430779.42 ,576475062.56 
300131,3/31/2015,A,506656091.86 ,527524232.37 
300132,9/30/2015,A,590488301.43 ,590488301.43 
300132,6/30/2015,A,596371233.83 ,596371233.83 
300132,3/31/2015,A,605640061.15 ,605640061.15 
300133,9/30/2015,A,3649532383.24 ,3692364052.71 
300133,6/30/2015,A,3688069010.51 ,3725928496.23 
300133,3/31/2015,A,3549298765.29 ,3577730463.90 
300134,9/30/2015,A,2490863840.33 ,2520798438.61 
300134,6/30/2015,A,2473410145.96 ,2502901378.85 
300134,3/31/2015,A,2639202440.02 ,2645954832.52 
300135,9/30/2015,A,1179091532.35 ,1189586040.62 
300135,6/30/2015,A,1158966846.19 ,1169744708.27 
300135,3/31/2015,A,1164929436.94 ,1179269412.56 
300136,9/30/2015,A,1281860942.81 ,1281860942.81 
300136,6/30/2015,A,730769240.26 ,730769240.26 
300136,3/31/2015,A,699694626.96 ,699694626.96 
300137,9/30/2015,A,1339526809.13 ,1372918923.83 
300137,6/30/2015,A,1326676536.05 ,1359248178.54 
300137,3/31/2015,A,1297531001.08 ,1326380046.15 
300138,9/30/2015,A,1052386141.27 ,1063170826.37 
300138,6/30/2015,A,1043554511.61 ,1049011586.33 
300138,3/31/2015,A,1012599648.04 ,1013643398.02 
300139,9/30/2015,A,1288416829.49 ,1327524720.16 
300139,6/30/2015,A,1239911239.95 ,1275591428.64 
300139,3/31/2015,A,1243772800.15 ,1262933292.24 
300140,9/30/2015,A,774666061.56 ,909872316.83 
300140,6/30/2015,A,777459537.29 ,912449003.48 
300140,3/31/2015,A,789602685.79 ,923561884.84 
300141,9/30/2015,A,685897937.15 ,686300895.35 
300141,6/30/2015,A,687747774.53 ,688145899.05 
300141,3/31/2015,A,699999581.14 ,700372315.15 
300142,9/30/2015,A,2880172659.04 ,3659336204.14 
300142,6/30/2015,A,2793527347.85 ,3208694383.75 
300142,3/31/2015,A,2834645964.57 ,3154887135.74 
300143,9/30/2015,A,316135325.77 ,356161134.71 
300143,6/30/2015,A,312445941.17 ,350473983.15 
300143,3/31/2015,A,307679692.15 ,347188743.97 
300144,9/30/2015,A,4889076527.77 ,4996029549.48 
300144,6/30/2015,A,3638371953.34 ,3736919889.21 
300144,3/31/2015,A,3540300181.23 ,3608956163.85 
300145,9/30/2015,A,1585851390.56 ,1648832943.36 
300145,6/30/2015,A,1525936402.41 ,1587795901.31 
300145,3/31/2015,A,1480891605.42 ,1541884415.01 
300146,9/30/2015,A,4516872462.74 ,4517924621.97 
300146,6/30/2015,A,4330715712.09 ,4335898492.86 
300146,3/31/2015,A,4119343615.70 ,4119343615.70 
300147,9/30/2015,A,3377980358.69 ,3516614680.58 
300147,6/30/2015,A,3325924088.53 ,3458485228.99 
300147,3/31/2015,A,1782780281.66 ,1914602372.05 
300148,9/30/2015,A,1868967584.65 ,1878043497.72 
300148,6/30/2015,A,1832700430.29 ,1842520845.62 
300148,3/31/2015,A,1811355958.20 ,1820482889.04 
300149,9/30/2015,A,726586984.97 ,726650118.42 
300149,6/30/2015,A,688627330.05 ,709696285.40 
300149,3/31/2015,A,686361378.08 ,707825731.90 
300150,9/30/2015,A,1438775353.04 ,1448143878.08 
300150,6/30/2015,A,1413311602.52 ,1421924738.93 
300150,3/31/2015,A,1458627112.41 ,1464532151.02 
300151,9/30/2015,A,794116385.80 ,806988342.07 
300151,6/30/2015,A,781828135.89 ,794796568.21 
300151,3/31/2015,A,786688443.72 ,787289334.82 
300152,9/30/2015,A,1461750486.29 ,1737826382.39 
300152,6/30/2015,A,1486589739.57 ,1752366837.13 
300152,3/31/2015,A,1473519075.57 ,1686742802.52 
300153,9/30/2015,A,931245743.15 ,974859653.71 
300153,6/30/2015,A,928135461.08 ,968126330.60 
300153,3/31/2015,A,941903620.10 ,941903620.10 
300154,9/30/2015,A,1546215099.75 ,1556623823.92 
300154,6/30/2015,A,1482060921.16 ,1492503546.02 
300154,3/31/2015,A,1528845357.81 ,1539524475.61 
300155,9/30/2015,A,1128139609.17 ,1148302580.01 
300155,6/30/2015,A,1124916942.18 ,1145497379.50 
300155,3/31/2015,A,1111744918.21 ,1132407849.53 
300156,9/30/2015,A,1687845580.71 ,1768222585.16 
300156,6/30/2015,A,1476993322.93 ,1558592455.29 
300156,3/31/2015,A,1452312039.54 ,1536345124.49 
300157,9/30/2015,A,2283864754.79 ,2508420595.90 
300157,6/30/2015,A,2267512304.37 ,2474051975.24 
300157,3/31/2015,A,2199000145.80 ,2388962336.95 
300158,9/30/2015,A,1980310736.52 ,1991396011.80 
300158,6/30/2015,A,1962423034.39 ,1975280339.71 
300158,3/31/2015,A,1974011890.66 ,1983539047.63 
300159,9/30/2015,A,1177471987.38 ,1236618351.68 
300159,6/30/2015,A,1107134557.97 ,1152055992.91 
300159,3/31/2015,A,1109498191.00 ,1154266851.45 
300160,9/30/2015,A,1115629638.56 ,1115629638.56 
300160,6/30/2015,A,1108376967.05 ,1108376967.05 
300160,3/31/2015,A,1106585932.39 ,1106585932.39 
300161,9/30/2015,A,798781692.89 ,895093636.88 
300161,6/30/2015,A,827707099.02 ,897757457.46 
300161,3/31/2015,A,841401993.01 ,911566705.38 
300162,9/30/2015,A,763010274.63 ,785452340.88 
300162,6/30/2015,A,753887133.91 ,776782798.30 
300162,3/31/2015,A,754765586.50 ,778430667.03 
300163,9/30/2015,A,657066037.90 ,669794655.70 
300163,6/30/2015,A,652520706.25 ,666677836.04 
300163,3/31/2015,A,664442672.79 ,679732341.13 
300164,9/30/2015,A,1335730345.70 ,1618758146.93 
300164,6/30/2015,A,1315331407.93 ,1598526967.90 
300164,3/31/2015,A,1337900207.76 ,1639506240.12 
300165,9/30/2015,A,1487145435.16 ,1494118628.43 
300165,6/30/2015,A,1473960436.86 ,1481172958.94 
300165,3/31/2015,A,1490123638.46 ,1497707191.92 
300166,9/30/2015,A,1705921838.99 ,1714109518.20 
300166,6/30/2015,A,1676433619.90 ,1684672355.92 
300166,3/31/2015,A,1666320771.21 ,1672264087.27 
300167,9/30/2015,A,670077100.42 ,731856922.08 
300167,6/30/2015,A,664502132.09 ,722068663.46 
300167,3/31/2015,A,667009486.92 ,705982049.76 
300168,9/30/2015,A,1753512484.08 ,1779219147.36 
300168,6/30/2015,A,1692410543.57 ,1720350133.30 
300168,3/31/2015,A,1670978979.95 ,1701292015.80 
300169,9/30/2015,A,1228551424.78 ,1235074158.61 
300169,6/30/2015,A,1220920244.01 ,1227502720.92 
300169,3/31/2015,A,1203938406.08 ,1210532815.15 
300170,9/30/2015,A,1777664146.64 ,1778061014.65 
300170,6/30/2015,A,1715575946.89 ,1719973631.83 
300170,3/31/2015,A,1651888802.04 ,1654500491.57 
300171,9/30/2015,A,2762105661.46 ,2837173572.46 
300171,6/30/2015,A,2681101732.01 ,2745209104.21 
300171,3/31/2015,A,2709421075.76 ,2781724977.25 
300172,9/30/2015,A,976822593.68 ,1000221549.33 
300172,6/30/2015,A,955532877.72 ,977431684.84 
300172,3/31/2015,A,940914462.21 ,961567260.75 
300173,9/30/2015,A,1561131493.88 ,1561131493.88 
300173,6/30/2015,A,1541205090.17 ,1541205090.17 
300173,3/31/2015,A,1522171139.66 ,1522171139.66 
300174,9/30/2015,A,519296298.66 ,614638363.85 
300174,6/30/2015,A,511721349.43 ,603834087.01 
300174,3/31/2015,A,506880283.14 ,506880283.14 
300175,9/30/2015,A,893904900.60 ,944964569.34 
300175,6/30/2015,A,922357766.66 ,971001401.12 
300175,3/31/2015,A,904361529.90 ,954011270.11 
300176,9/30/2015,A,575077875.98 ,575077875.98 
300176,6/30/2015,A,570919848.48 ,570919848.48 
300176,3/31/2015,A,570959517.81 ,570959517.81 
300177,9/30/2015,A,1555392398.80 ,1655677486.16 
300177,6/30/2015,A,1556132714.46 ,1656069075.20 
300177,3/31/2015,A,1033644917.58 ,1133907974.89 
300178,9/30/2015,A,1330753854.84 ,1387305302.98 
300178,6/30/2015,A,1288855276.48 ,1341444563.52 
300178,3/31/2015,A,1274809866.16 ,1295639351.18 
300179,9/30/2015,A,738837710.34 ,744215419.06 
300179,6/30/2015,A,716629329.94 ,722782940.11 
300179,3/31/2015,A,728238051.36 ,734726761.00 
300180,9/30/2015,A,1523343661.51 ,1523343661.51 
300180,6/30/2015,A,1491166943.86 ,1491166943.86 
300180,3/31/2015,A,1452676157.74 ,1452676157.74 
300181,9/30/2015,A,1282204031.51 ,1422475460.69 
300181,6/30/2015,A,1263483594.71 ,1334572478.93 
300181,3/31/2015,A,826322930.78 ,896506489.56 
300182,9/30/2015,A,3983474231.75 ,4014572132.89 
300182,6/30/2015,A,1755472007.55 ,1784265674.48 
300182,3/31/2015,A,1758443170.16 ,1788886889.49 
300183,9/30/2015,A,2193232363.12 ,2201965674.36 
300183,6/30/2015,A,1920453059.96 ,1930350773.66 
300183,3/31/2015,A,1933788368.28 ,1945693136.76 
300184,9/30/2015,A,684760729.08 ,684760729.08 
300184,6/30/2015,A,630590212.38 ,671893461.62 
300184,3/31/2015,A,623660251.39 ,663000062.65 
300185,9/30/2015,A,3532766379.54 ,3689963613.15 
300185,6/30/2015,A,3505122728.87 ,3662449119.31 
300185,3/31/2015,A,3519270267.91 ,3673247064.84 
300186,9/30/2015,A,2122570686.32 ,2196194341.20 
300186,6/30/2015,A,2059923730.68 ,2129496525.88 
300186,3/31/2015,A,2176674374.70 ,2229849115.47 
300187,9/30/2015,A,1286124718.63 ,1290063590.98 
300187,6/30/2015,A,925296703.03 ,928560593.92 
300187,3/31/2015,A,911155318.59 ,915197987.41 
300188,9/30/2015,A,1004328465.09 ,1039524601.62 
300188,6/30/2015,A,1003046439.42 ,1027976265.49 
300188,3/31/2015,A,944798560.74 ,979173344.36 
300189,9/30/2015,A,1248866656.82 ,1349273273.71 
300189,6/30/2015,A,1244998831.76 ,1340656056.88 
300189,3/31/2015,A,1233803213.44 ,1331921794.19 
300190,9/30/2015,A,1542191136.78 ,1558679547.92 
300190,6/30/2015,A,1510299430.50 ,1525004902.76 
300190,3/31/2015,A,1494990373.95 ,1507414269.85 
300191,9/30/2015,A,1196595261.95 ,1198452714.93 
300191,6/30/2015,A,1208149595.55 ,1210203332.17 
300191,3/31/2015,A,1211135742.70 ,1211407000.53 
300192,9/30/2015,A,666597941.90 ,666597941.90 
300192,6/30/2015,A,655671046.45 ,655671046.45 
300192,3/31/2015,A,652612327.99 ,652612327.99 
300193,9/30/2015,A,2043737461.46 ,2046495376.48 
300193,6/30/2015,A,2014872784.11 ,2017850955.74 
300193,3/31/2015,A,1908012816.30 ,1911488023.95 
300194,9/30/2015,A,2122980251.91 ,2124070153.46 
300194,6/30/2015,A,2100272898.24 ,2101231929.24 
300194,3/31/2015,A,1716320257.77 ,1717102437.25 
300195,9/30/2015,A,2309569653.56 ,2443517157.44 
300195,6/30/2015,A,2280768586.62 ,2588042108.43 
300195,3/31/2015,A,2277775873.43 ,2417330112.89 
300196,9/30/2015,A,1237454676.08 ,1454685627.95 
300196,6/30/2015,A,1171806971.29 ,1384595139.90 
300196,3/31/2015,A,1118064351.07 ,1158115472.88 
300197,9/30/2015,A,3128770036.23 ,3155816616.53 
300197,6/30/2015,A,3071069456.57 ,3091361360.41 
300197,3/31/2015,A,2032053643.89 ,2052485350.31 
300198,9/30/2015,A,1121744208.19 ,1208960288.18 
300198,6/30/2015,A,1129381185.44 ,1208588132.25 
300198,3/31/2015,A,1116909519.91 ,1191908654.25 
300199,9/30/2015,A,2501608941.38 ,2501608941.38 
300199,6/30/2015,A,2409886594.52 ,2409886594.52 
300199,3/31/2015,A,2403162286.48 ,2403162286.48 
300200,9/30/2015,A,757536928.71 ,757536928.71 
300200,6/30/2015,A,742440754.71 ,742440754.71 
300200,3/31/2015,A,769288614.99 ,769288614.99 
300201,9/30/2015,A,748767185.28 ,758474816.26 
300201,6/30/2015,A,729178735.17 ,738951789.24 
300201,3/31/2015,A,739703917.66 ,749377098.52 
300202,9/30/2015,A,1424635423.51 ,1426929423.26 
300202,6/30/2015,A,1386335951.40 ,1388984145.79 
300202,3/31/2015,A,1390047379.58 ,1393001567.74 
300203,9/30/2015,A,2231161782.92 ,2280560190.70 
300203,6/30/2015,A,2148969578.49 ,2197100568.48 
300203,3/31/2015,A,2082199441.20 ,2110599976.71 
300204,9/30/2015,A,1620290403.25 ,1650844352.27 
300204,6/30/2015,A,1551626625.22 ,1551626625.22 
300204,3/31/2015,A,1564913607.19 ,1564913607.19 
300205,9/30/2015,A,1108927018.19 ,1114732662.34 
300205,6/30/2015,A,1108564744.22 ,1112746938.21 
300205,3/31/2015,A,1119238444.73 ,1123751228.23 
300206,9/30/2015,A,1157289922.84 ,1156426782.19 
300206,6/30/2015,A,1148233942.78 ,1147982755.89 
300206,3/31/2015,A,1146293373.22 ,1146525167.87 
300207,9/30/2015,A,1677701008.72 ,1807460892.71 
300207,6/30/2015,A,1558774223.04 ,1674722637.59 
300207,3/31/2015,A,1474507757.53 ,1601135052.85 
300208,9/30/2015,A,1031458122.21 ,1035876469.60 
300208,6/30/2015,A,1032016975.60 ,1038606522.58 
300208,3/31/2015,A,852097840.09 ,850652695.98 
300209,9/30/2015,A,910599757.11 ,927804397.09 
300209,6/30/2015,A,908901094.82 ,927543473.06 
300209,3/31/2015,A,853223605.45 ,871654091.72 
300210,9/30/2015,A,1144443225.67 ,1144443225.67 
300210,6/30/2015,A,883106965.48 ,883106965.48 
300210,3/31/2015,A,874002789.24 ,874002789.24 
300211,9/30/2015,A,494167542.29 ,494167542.29 
300211,6/30/2015,A,493025129.52 ,493025129.52 
300211,3/31/2015,A,493255536.71 ,493255536.71 
300212,9/30/2015,A,2384800388.55 ,2520989978.17 
300212,6/30/2015,A,997067005.84 ,1132003965.93 
300212,3/31/2015,A,1011391752.75 ,1140787197.11 
300213,9/30/2015,A,949041558.48 ,1018821370.25 
300213,6/30/2015,A,922690613.68 ,990729715.02 
300213,3/31/2015,A,921877795.15 ,987087316.07 
300214,9/30/2015,A,1293168811.86 ,1297292087.31 
300214,6/30/2015,A,1261395965.41 ,1265366837.40 
300214,3/31/2015,A,1256098242.82 ,1259849697.06 
300215,9/30/2015,A,1302702130.87 ,1347363782.02 
300215,6/30/2015,A,1274374506.69 ,1318435878.44 
300215,3/31/2015,A,1308452750.11 ,1353440935.98 
300216,9/30/2015,A,985567458.39 ,1042895623.06 
300216,6/30/2015,A,964251509.69 ,1019234485.70 
300216,3/31/2015,A,959694287.64 ,987326585.93 
300217,9/30/2015,A,1205688849.57 ,1256673753.66 
300217,6/30/2015,A,1180830356.92 ,1230745804.69 
300217,3/31/2015,A,1180053744.39 ,1231259032.24 
300218,9/30/2015,A,968243852.01 ,1020890416.46 
300218,6/30/2015,A,948677425.04 ,1000291043.89 
300218,3/31/2015,A,945917297.27 ,999163774.12 
300219,9/30/2015,A,1008928923.12 ,1034194641.25 
300219,6/30/2015,A,968751047.17 ,991061271.79 
300219,3/31/2015,A,938705359.13 ,956560781.33 
300220,9/30/2015,A,298179973.48 ,361197846.31 
300220,6/30/2015,A,298670134.11 ,327213715.49 
300220,3/31/2015,A,295835411.58 ,325159669.60 
300221,9/30/2015,A,742893662.94 ,755160488.78 
300221,6/30/2015,A,731556889.62 ,743753763.19 
300221,3/31/2015,A,719171002.42 ,721665870.35 
300222,9/30/2015,A,1389754596.23 ,1405658552.81 
300222,6/30/2015,A,1335271766.81 ,1378602919.13 
300222,3/31/2015,A,1301687229.93 ,1337225448.63 
300223,9/30/2015,A,1096141923.46 ,1097218294.71 
300223,6/30/2015,A,1057834924.30 ,1058833303.05 
300223,3/31/2015,A,1055014456.49 ,1055878744.20 
300224,9/30/2015,A,2081280810.13 ,2147308205.06 
300224,6/30/2015,A,2031179029.10 ,2095877526.73 
300224,3/31/2015,A,1519603240.16 ,1561543734.43 
300225,9/30/2015,A,809006816.35 ,835629809.67 
300225,6/30/2015,A,796565738.79 ,824705576.59 
300225,3/31/2015,A,818172709.62 ,837384778.76 
300226,9/30/2015,A,144150589.70 ,377933702.40 
300226,6/30/2015,A,218615223.82 ,484964753.21 
300226,3/31/2015,A,430400046.75 ,821157217.62 
300227,9/30/2015,A,390692579.87 ,403985629.05 
300227,6/30/2015,A,383899735.99 ,397209503.48 
300227,3/31/2015,A,352230202.23 ,379353106.30 
300228,9/30/2015,A,2022838066.65 ,2043676313.81 
300228,6/30/2015,A,1287694086.04 ,1309380043.83 
300228,3/31/2015,A,1278170313.20 ,1300389789.03 
300229,9/30/2015,A,1432455060.68 ,1435155988.85 
300229,6/30/2015,A,1414748559.95 ,1417611796.84 
300229,3/31/2015,A,1414534470.82 ,1417472228.05 
300230,9/30/2015,A,979319253.66 ,1017452562.90 
300230,6/30/2015,A,942911407.40 ,977968997.95 
300230,3/31/2015,A,585112236.22 ,603361344.45 
300231,9/30/2015,A,442744936.66 ,442744936.66 
300231,6/30/2015,A,419348810.72 ,419348810.72 
300231,3/31/2015,A,457881265.35 ,457881265.35 
300232,9/30/2015,A,740222941.07 ,802046836.16 
300232,6/30/2015,A,700158598.49 ,753836302.95 
300232,3/31/2015,A,655370486.66 ,692602300.69 
300233,9/30/2015,A,1241685330.86 ,1260771467.63 
300233,6/30/2015,A,1195904517.04 ,1195904517.04 
300233,3/31/2015,A,1157724641.76 ,1157724641.76 
300234,9/30/2015,A,583347952.13 ,585850799.94 
300234,6/30/2015,A,573081176.98 ,575800167.87 
300234,3/31/2015,A,554234930.07 ,557096286.90 
300235,9/30/2015,A,343801834.15 ,343801834.15 
300235,6/30/2015,A,331149490.20 ,331149490.20 
300235,3/31/2015,A,348448071.02 ,348448071.02 
300236,9/30/2015,A,899036660.36 ,900502899.25 
300236,6/30/2015,A,881521240.20 ,883272686.10 
300236,3/31/2015,A,864137850.13 ,866153317.95 
300237,9/30/2015,A,1312863256.52 ,1338211878.27 
300237,6/30/2015,A,1265627926.25 ,1261137850.64 
300237,3/31/2015,A,1245349407.39 ,1241380212.46 
300238,9/30/2015,A,552121970.46 ,591061603.50 
300238,6/30/2015,A,536732593.91 ,571798675.40 
300238,3/31/2015,A,540468240.31 ,576401575.12 
300239,9/30/2015,A,341826499.60 ,341826499.60 
300239,6/30/2015,A,340618098.92 ,340618098.92 
300239,3/31/2015,A,339235446.32 ,339235446.32 
300240,9/30/2015,A,971572815.85 ,1181047588.47 
300240,6/30/2015,A,956445674.53 ,1165404609.32 
300240,3/31/2015,A,958963729.65 ,1172924441.89 
300241,9/30/2015,A,652230640.66 ,652790279.84 
300241,6/30/2015,A,646263338.13 ,646719947.53 
300241,3/31/2015,A,648081339.77 ,648455962.55 
300242,9/30/2015,A,505348552.77 ,505348552.77 
300242,6/30/2015,A,498478510.49 ,498478510.49 
300242,3/31/2015,A,492234477.61 ,492234477.61 
300243,9/30/2015,A,452552978.85 ,452552978.85 
